section,comm_a,comm_b,raw,bits,within_section_z,n_pairs_in_section,legacy_within_section_z,legacy_n_pairs_in_section,v9_status,v9_correction
10,DaatChacham_Vat107_Main,MeiratEinayim,0.2983,4.737,1.352,55,1.352,55,direct_pair_valid,
16,IbnShuib,Rabenu_Bahayii,0.3285,6.322,1.337,28,1.337,28,direct_pair_valid,
20,MeiratEinayim,Rabenu_Bahayii,0.2831,4.737,1.325,66,1.325,66,direct_pair_valid,
11,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.3764,6.334,1.320,45,1.320,45,direct_pair_valid,
5,IbnShuib,Rabenu_Bahayii,0.2959,4.737,,66,1.319,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,SaportaOxford1645,UnKnownEskorial,0.2956,4.737,,66,1.315,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
21,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.4237,6.334,,28,1.308,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_1,DaatChacham_Vat107_Main,MeiratEinayim,0.3459,6.334,1.298,28,1.298,28,direct_pair_valid,
24,Rabenu_Bahayii,UnKnownEskorial,0.2560,6.310,1.297,66,1.297,66,direct_pair_valid,
25,KeterShemTov,SaportaOxford1645,0.2417,6.345,1.295,28,1.295,28,direct_pair_valid,
10,DaatChacham_Vat214_Main,MeiratEinayim,0.2937,4.737,1.285,55,1.285,55,direct_pair_valid,
6,IbnShuib,MeiratEinayim,0.2175,3.479,1.285,78,1.285,78,direct_pair_valid,
6,Likutim_bhml_1978,Rabenu_Bahayii,0.2170,3.479,1.279,78,1.279,78,direct_pair_valid,
3,Comment_a_shuib_Parma_68,Likutim_bhml_1978,0.1282,0.381,1.273,10,1.273,10,direct_pair_valid,
5,DaatChacham_Vat214_Main,KenegedAsaraMaamaritLondon847,0.2917,4.737,,66,1.262,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
32,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.3081,6.322,1.248,21,1.248,21,direct_pair_valid,
22,IbnShuib,KeterShemTov,0.2704,6.310,,28,1.246,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,DaatChacham_Vat214_Main,KeterShemTovMS_L,0.3119,6.322,,66,1.245,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,IbnShuib,UnKnownEskorial,0.2760,4.737,1.240,66,1.240,66,direct_pair_valid,
18,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.3064,6.322,1.235,36,1.235,36,direct_pair_valid,
21,IbnShuib,UnKnownEskorial,0.4174,6.334,,28,1.233,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2318,3.479,,21,1.233,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.3104,6.322,,66,1.232,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.2703,6.310,,55,1.231,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.3449,6.334,,36,1.230,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_2,IbnShuib,MeiratEinayim,0.3149,6.322,1.230,55,1.230,55,direct_pair_valid,
10,IbnShuib,KeterShemTov,0.2898,4.737,1.229,55,1.229,55,direct_pair_valid,
30_1,DaatChacham_Vat214_Main,IbnShuib,0.2732,6.310,1.218,28,1.218,28,direct_pair_valid,
22,MeiratEinayim,UnKnownEskorial,0.2682,6.310,,28,1.215,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.3080,6.322,,66,1.211,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,DaatChacham_Vat214_Main,IbnShuib,0.2116,4.737,1.211,78,1.211,78,direct_pair_valid,
1,IbnShuib,MeiratEinayim,0.3475,6.334,1.210,45,1.210,45,direct_pair_valid,
25_2,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.2297,3.479,,21,1.207,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,IbnShuib,KenegedAsaraMaamaritLondon847,0.3929,6.334,1.198,45,1.198,45,direct_pair_valid,
22,DaatChacham_Vat214_Marginalia,MeiratEinayim,0.2669,6.310,,28,1.196,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.2867,4.737,,66,1.195,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,IbnShuib,MeiratEinayim,0.2656,6.310,1.191,36,1.191,36,direct_pair_valid,
26_1,DaatChacham_Vat107_Main,UnKnownVatikan214,0.4087,6.334,1.191,28,1.191,28,direct_pair_valid,
26_1,DaatChacham_Vat214_Main,UnKnownVatikan214,0.4087,6.334,1.191,28,1.191,28,direct_pair_valid,
14,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.2663,6.310,,55,1.181,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.2708,6.310,1.178,66,1.178,66,direct_pair_valid,
30_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2685,6.310,1.172,28,1.172,28,direct_pair_valid,
22,KeterShemTov,MeiratEinayim,0.2646,6.310,,28,1.163,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,Likutim_bhml_1978,MeiratEinayim,0.3414,6.322,1.163,45,1.163,45,direct_pair_valid,
31,IbnShuib,MeiratEinayim,0.2957,4.737,1.162,36,1.162,36,direct_pair_valid,
17,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.2421,6.345,1.156,55,1.156,55,direct_pair_valid,
7_2,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.3709,6.334,1.148,15,1.148,15,direct_pair_valid,
1,DaatChacham_Vat214_Main,IbnShuib,0.3389,6.322,1.143,45,1.143,45,direct_pair_valid,
1,IbnShuib,Likutim_bhml_1978,0.3382,6.322,1.138,45,1.138,45,direct_pair_valid,
11,KeterShemTov,MeiratEinayim,0.3577,6.334,1.136,45,1.136,45,direct_pair_valid,
20,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.2665,6.310,1.127,66,1.127,66,direct_pair_valid,
8,DaatChacham_Vat107_Main,Likutim_bhml_1978,0.2849,4.737,1.124,36,1.124,36,direct_pair_valid,
5,DaatChacham_Vat107_Main,Likutim_bhml_1978,0.2813,4.737,,66,1.122,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,DaatChacham_Vat214_Marginalia,IbnShuib,0.2224,3.479,,21,1.118,28,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
4,KeterShemTov,MeiratEinayim,0.3016,4.737,1.114,66,1.114,66,direct_pair_valid,
7_1,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.4286,6.334,1.108,45,1.108,45,direct_pair_valid,
20,DaatChacham_Vat107_Main,UnKnownEskorial,0.2646,6.310,1.104,66,1.104,66,direct_pair_valid,
23,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.4056,6.334,,28,1.104,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
26_1,DaatChacham_Vat107_Main,MeiratEinayim,0.3958,6.334,1.100,28,1.100,28,direct_pair_valid,
15,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2614,6.310,1.097,36,1.097,36,direct_pair_valid,
27,IbnShuib,KeterShemTov,0.2673,6.310,1.096,55,1.096,55,direct_pair_valid,
20,IbnShuib,KenegedAsaraMaamaritLondon847,0.2639,6.310,1.096,66,1.096,66,direct_pair_valid,
23,DaatChacham_Vat214_Marginalia,KenegedAsaraMaamaritLondon847,0.4032,6.334,,28,1.089,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
23,DaatChacham_Vat214_Marginalia,Rabenu_Bahayii,0.4028,6.334,,28,1.087,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,IbnShuib,UnKnownVatikan214,0.2429,6.345,1.085,66,1.085,66,direct_pair_valid,
12,Rabenu_Bahayii,UnKnownEskorial,0.2931,4.737,,66,1.082,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,KeterShemTov,UnKnownEskorial,0.2586,6.310,,28,1.077,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.3808,6.334,1.077,45,1.077,45,direct_pair_valid,
27,IbnShuib,MeiratEinayim,0.2654,6.310,1.073,55,1.073,55,direct_pair_valid,
14,IbnShuib,KeterShemTov,0.2571,6.310,,55,1.064,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.2416,6.345,1.064,66,1.064,66,direct_pair_valid,
25,MeiratEinayim,SaportaOxford1645,0.2222,3.479,1.063,28,1.063,28,direct_pair_valid,
11,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.3500,6.334,1.060,45,1.060,45,direct_pair_valid,
4,DaatChacham_Vat214_Main,KeterShemTov,0.2967,4.737,1.058,66,1.058,66,direct_pair_valid,
32,KeterShemTov,MeiratEinayim,0.2911,4.737,1.051,21,1.051,21,direct_pair_valid,
30,DaatChacham_Vat214_Main,MeiratEinayim,0.3289,6.322,,36,1.051,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,KeterShemTov,MeiratEinayim,0.3250,6.322,1.036,45,1.036,45,direct_pair_valid,
30_1,DaatChacham_Vat214_Main,MeiratEinayim,0.2545,6.345,1.035,28,1.035,28,direct_pair_valid,
12,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.2871,4.737,,66,1.030,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
4,MeiratEinayim,SaportaOxford1645,0.2939,4.737,1.026,66,1.026,66,direct_pair_valid,
26,IbnShuib,Ricanati_Zicaron_aharon_ed,0.3280,6.322,1.023,66,1.023,66,direct_pair_valid,
14,IbnShuib,KenegedAsaraMaamaritLondon847,0.2538,6.345,,55,1.023,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,Likutim_bhml_1978,UnKnownEskorial,0.2738,6.310,,66,1.021,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.2853,4.737,,66,1.015,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_1,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.4167,6.334,1.012,45,1.012,45,direct_pair_valid,
7_1,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.4167,6.334,1.012,45,1.012,45,direct_pair_valid,
20,IbnShuib,MeiratEinayim,0.2564,6.310,1.006,66,1.006,66,direct_pair_valid,
23,Rabenu_Bahayii,UnKnownEskorial,0.3889,6.334,,28,1.004,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.3245,6.322,,36,1.002,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_1,DaatChacham_Vat214_Main,IbnShuib,0.4148,6.334,0.997,45,0.997,45,direct_pair_valid,
19_2,Rabenu_Bahayii,UnKnownEskorial,0.2967,4.737,0.996,55,0.996,55,direct_pair_valid,
20,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.2554,6.345,0.994,66,0.994,66,direct_pair_valid,
24,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.2371,6.345,0.992,66,0.992,66,direct_pair_valid,
17,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.2272,3.479,0.989,55,0.989,55,direct_pair_valid,
17,DaatChacham_Vat214_Main,KeterShemTov,0.2267,3.479,0.984,55,0.984,55,direct_pair_valid,
32,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2846,4.737,0.976,21,0.976,21,direct_pair_valid,
11,KeterShemTovMS_L,UnKnownEskorial,0.3407,6.322,0.969,45,0.969,45,direct_pair_valid,
26_1,DaatChacham_Vat214_Main,IbnShuib,0.3766,6.334,0.964,28,0.964,28,direct_pair_valid,
24,KeterShemTov,MeiratEinayim,0.2353,6.345,0.962,66,0.962,66,direct_pair_valid,
5,DaatChacham_Vat214_Marginalia,Rabenu_Bahayii,0.2693,6.310,,66,0.961,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.3394,6.322,0.956,45,0.956,45,direct_pair_valid,
4,Likutim_bhml_1978,MeiratEinayim,0.2870,4.737,0.947,66,0.947,66,direct_pair_valid,
5,Likutim_bhml_1978,Ricanati_Zicaron_aharon_ed,0.2680,6.310,,66,0.943,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
32,MeiratEinayim,Rabenu_Bahayii,0.2812,4.737,0.936,21,0.936,21,direct_pair_valid,
27,MeiratEinayim,UnKnownEskorial,0.2540,6.345,0.936,55,0.936,55,direct_pair_valid,
5,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2673,6.310,,66,0.934,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,DaatChacham_Vat214_Marginalia,MeiratEinayim,0.3181,6.322,,36,0.930,45,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
23,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.3761,6.334,,28,0.927,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_1,DaatChacham_Vat214_Main,UnKnownEskorial,0.3130,6.322,0.926,28,0.926,28,direct_pair_valid,
17,DaatChacham_Vat107_Main,MeiratEinayim,0.2213,3.479,0.924,55,0.924,55,direct_pair_valid,
17,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2208,3.479,0.918,55,0.918,55,direct_pair_valid,
17,IbnShuib,KeterShemTovMS_L,0.2204,3.479,0.913,55,0.913,55,direct_pair_valid,
30,IbnShuib,UnKnownEskorial,0.3166,6.322,,36,0.913,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2734,6.310,,66,0.912,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
18,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2795,4.737,0.910,36,0.910,36,direct_pair_valid,
20,DaatChacham_Vat107_Main,MeiratEinayim,0.2477,6.345,0.902,66,0.902,66,direct_pair_valid,
24,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2314,3.479,0.899,66,0.899,66,direct_pair_valid,
27,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2509,6.345,0.899,55,0.899,55,direct_pair_valid,
4,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2821,4.737,0.892,66,0.892,66,direct_pair_valid,
19_2,DaatChacham_Vat107_Main,IbnShuib,0.2884,4.737,0.889,55,0.889,55,direct_pair_valid,
14,DaatChacham_Vat214_Main,SaportaOxford1645,0.2431,6.345,,55,0.888,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,IbnShuib,UnKnownEskorial,0.3319,6.322,0.882,45,0.882,45,direct_pair_valid,
17,IbnShuib,KeterShemTov,0.2173,3.479,0.879,55,0.879,55,direct_pair_valid,
24,IbnShuib,Rabenu_Bahayii,0.2301,3.479,0.878,66,0.878,66,direct_pair_valid,
31,MeiratEinayim,UnKnownEskorial,0.2669,6.310,0.877,36,0.877,36,direct_pair_valid,
7_1,IbnShuib,KeterShemTov,0.4000,6.334,0.877,45,0.877,45,direct_pair_valid,
24,Comment_a_shuib_Parma_68,IbnShuib,0.2299,3.479,0.875,66,0.875,66,direct_pair_valid,
13,DaatChacham_Vat107_Main,MeiratEinayim,0.3606,6.334,0.874,45,0.874,45,direct_pair_valid,
32,IbnShuib,MeiratEinayim,0.2758,4.737,0.874,21,0.874,21,direct_pair_valid,
29,KenegedAsaraMaamaritMinchen40,Ricanati_Zicaron_aharon_ed,0.2989,4.737,0.871,28,0.871,28,direct_pair_valid,
17,Comment_a_shuib_Parma_68,KeterShemTov,0.2165,3.479,0.870,55,0.870,55,direct_pair_valid,
26,DaatChacham_Vat214_Main,UnKnownEskorial,0.3165,6.322,0.867,66,0.867,66,direct_pair_valid,
1,KeterShemTovMS_L,MeiratEinayim,0.3025,6.322,0.862,45,0.862,45,direct_pair_valid,
5,Likutim_bhml_1978,SaportaOxford1645,0.2618,6.310,,66,0.860,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,Rabenu_Bahayii,UnKnownEskorial,0.3117,6.322,,36,0.858,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.2610,6.310,,66,0.849,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25,DaatChacham_Vat214_Main,SaportaOxford1645,0.2039,4.737,0.845,28,0.845,28,direct_pair_valid,
8,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.2588,6.310,0.845,36,0.845,36,direct_pair_valid,
11,IbnShuib,KeterShemTovMS_L,0.3278,6.322,0.842,45,0.842,45,direct_pair_valid,
5,DaatChacham_Vat107_Main,MeiratEinayim,0.2604,6.310,,66,0.841,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,KeterShemTov,UnKnownEskorial,0.1822,2.791,0.841,78,0.841,78,direct_pair_valid,
17,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.2135,4.737,0.836,55,0.836,55,direct_pair_valid,
14,IbnShuib,MeiratEinayim,0.2389,6.345,,55,0.835,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,DaatChacham_Vat107_Main,IbnShuib,0.2593,6.310,,66,0.826,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
4,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.2763,4.737,0.826,66,0.826,66,direct_pair_valid,
14,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.2381,6.345,,55,0.825,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,IbnShuib,SaportaOxford1645,0.2976,4.737,0.824,45,0.824,45,direct_pair_valid,
15,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.2491,6.345,0.822,36,0.822,36,direct_pair_valid,
